locationname,marketname,city,countrycode,address,zip,state,latitude,longitude,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall
Buffalo Grove (IL),"Chicago, IL",Buffalo Grove,US,268 McHenry Rd.,60089,IL,42.15751617,-87.96018979,"Ordeanu, Allen (Allen)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/buffalo-grove-il?utm_source=yext&utm_medium=link,13.0,9.0,2023.0,2023-09-13,interior,True,Stand Alone,
Merrillville,"Chicago, IL",Merrillville,US,2385 Southlake Mall,46410,IN,41.47068,-87.30838,"Carter, Tyler (Tyler)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/merrillville?utm_source=yext&utm_medium=link,13.0,10.0,2011.0,2011-10-13,none,True,Stand Alone,False
Oswego,"Chicago, IL",Oswego,US,2740 US Highway 34,60543,IL,41.7001237,-88.3137501,"Caraba Chit, Raluca (Luca)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/oswego?utm_source=yext&utm_medium=link,23.0,8.0,2012.0,2012-08-23,interior,True,Stand Alone,False
Kildeer,"Chicago, IL",Kildeer,US,20429 N Rand Rd,60047,IL,42.1606296,-88.0488977,"Ordeanu, Allen (Allen)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/kildeer?utm_source=yext&utm_medium=link,9.0,10.0,2014.0,2014-10-09,interior,True,Stand Alone,False
Batavia,"Chicago, IL",Batavia,US,185 N Randall Rd,60510,IL,41.8539233,-88.3412972,"Good, John (John)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/batavia?utm_source=yext&utm_medium=link,7.0,2.0,2013.0,2013-02-07,interior,True,Stand Alone,False
Vernon Hills,"Chicago, IL",Vernon Hills,US,701 N Milwaukee Ave Ste 360,60061,IL,42.2384942,-87.9424172,"Dahlenburg, Elizabeth (Beth)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/vernon-hills?utm_source=yext&utm_medium=link,14.0,11.0,2013.0,2013-11-14,interior,True,Stand Alone,False
Elgin (IL),"Chicago, IL",Elgin,US,1110 S Randall Rd,60123,IL,42.0046826,-88.3369607,"Tuttle, Philip (Phil)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/elgin-il?utm_source=yext&utm_medium=link,21.0,1.0,2021.0,2021-01-21,interior,True,Stand Alone,False
Valparaiso (IN),"Chicago, IL",Valparaiso,US,61 Silhavy Rd,46383,IN,41.4681393,-87.0264452,"Hershberger, David (David)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/valparaiso-in?utm_source=yext&utm_medium=link,9.0,9.0,2021.0,2021-09-09,none,True,Stand Alone,False
Algonquin (IL),"Chicago, IL",Algonquin,US,425 S Randall Rd,60102,IL,42.17144,-88.334152,"Willis, JohnDavid (J.D.)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/algonquin-il?utm_source=yext&utm_medium=link,30.0,12.0,2021.0,2021-12-30,none,True,Stand Alone,
Bradley Bourbonnais (IL),"Chicago, IL",Bradley,US,1359 Locke Dr,60915,IL,,,"Klavohn, Jon (Jon)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/bradley-bourbonnais-il?utm_source=yext&utm_medium=link,15.0,9.0,2022.0,2022-09-15,none,True,Stand Alone,
Crystal Lake,"Chicago, IL",Crystal Lake,US,4812 Northwest Hwy,60014,IL,42.2264175,-88.2920484,"Deutscher, Roger (Roger)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/crystal-lake?utm_source=yext&utm_medium=link,9.0,8.0,2012.0,2012-08-09,interior,True,Stand Alone,False
Gurnee,"Chicago, IL",Gurnee,US,6550 Grand Ave,60031,IL,42.3862285,-87.9638409,"Lark, Lamarr (Lamarr)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/il/gurnee?utm_source=yext&utm_medium=link,22.0,6.0,2017.0,2017-06-22,interior,True,Stand Alone,False
Pleasant Prairie (WI),"Milwaukee, WI",Pleasant Prairie,US,9114 76th St,53158,WI,42.5661046,-87.91729939999999,Jason Miley,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/wi/pleasant-prairie-wi?utm_source=yext&utm_medium=link,21.0,2.0,2019.0,2019-02-21,interior,True,Stand Alone,False
Queens Center Mall,"New York, NY",Elmhurst,US,9015 Queens Blvd Ste 7,11373,NY,40.734566,-73.8687417,Jonathan Dickson,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/queens-center-mall?utm_source=yext&utm_medium=link,1.0,9.0,2016.0,2016-09-01,none,False,Food Court,True
Jackson Heights 82nd Street In-Line,"New York, NY",Elmhurst,US,82-23 Baxter Ave,11373,NY,40.74769209999999,-73.88230320000001,"Mekonen, Aman (Aman)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/jackson-heights-82nd-street-in-line?utm_source=yext&utm_medium=link,24.0,2.0,2021.0,2021-02-24,none,False,In-Line,False
79th & 2nd In-Line,"New York, NY",New York,US,1532 2nd Ave,10075,NY,40.77333,-73.954245,Jared Caldwell,FUTURE,America/New_York,https://www.chick-fil-a.com/locations/ny/79th-2nd-in-line?utm_source=yext&utm_medium=link,,,,2024-03-21,none,False,In-Line,
1536 3rd Avenue In-Line,"New York, NY",New York,US,1536 3rd Ave,10028,NY,40.77922,-73.9539,"Caldwell, Jared (Jared)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/1536-3rd-avenue-in-line?utm_source=yext&utm_medium=link,18.0,7.0,2019.0,2019-07-18,none,False,In-Line,False
711 Lexington Avenue In-Line,"New York, NY",New York,US,711 Lexington Ave,10022,NY,40.761171,-73.96858499999999,"Megala, Sabry (Sam)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/711-lexington-avenue-in-line?utm_source=yext&utm_medium=link,16.0,5.0,2019.0,2019-05-16,none,False,In-Line,False
216 West 125th Street In-Line,"New York, NY",New York,US,216 W 125th St,10027,NY,40.8091282,-73.9491178,"Young, Kevin (Kevin)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/216-west-125th-street-in-line?utm_source=yext&utm_medium=link,1.0,12.0,2022.0,2022-12-01,none,False,In-Line,False
42nd & Madison In-Line,"New York, NY",New York,US,50 E 42nd St,10017,NY,40.752519,-73.9789868,"Kim, Eleanor (Ellie)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/42nd-madison-in-line?utm_source=yext&utm_medium=link,1.0,3.0,2018.0,2018-03-01,none,False,In-Line,False
46th & 6th In-Line,"New York, NY",New York,US,1180 6th Ave,10036,NY,40.757369,-73.981612,Bill Lynch,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/46th-6th-in-line?utm_source=yext&utm_medium=link,2.0,4.0,2016.0,2016-04-02,none,False,In-Line,False
31st & Park (NY) In-Line,"New York, NY",New York,US,461 Park Ave S,10016,NY,40.7451787,-73.9823329,"Baals, Joshua (Josh)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/31st-park-ny-in-line?utm_source=yext&utm_medium=link,25.0,10.0,2022.0,2022-10-25,none,False,In-Line,
918 8th Avenue In-Line,"New York, NY",New York,US,918 8th Ave,10019,NY,40.765011,-73.983836,"Daniels, Paul (Paul)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/918-8th-avenue-in-line?utm_source=yext&utm_medium=link,15.0,11.0,2018.0,2018-11-15,none,False,In-Line,False
37th & 6th In-Line,"New York, NY",New York,US,1000 6th Ave,10018,NY,40.751667,-73.986033,"Fittipaldi, Oscar (Oscar)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/37th-6th-in-line?utm_source=yext&utm_medium=link,3.0,10.0,2015.0,2015-10-03,none,False,In-Line,False
43rd & 8th In-Line,"New York, NY",New York,US,675 8th Ave,10036,NY,40.7577897,-73.9896923,"Bohs, Charles (Charles)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/43rd-8th-in-line?utm_source=yext&utm_medium=link,20.0,10.0,2020.0,2020-10-20,none,False,In-Line,False
219 West 34th Street In-Line,"New York, NY",New York,US,219 W 34th St,10001,NY,40.7515803,-73.9914405,"Fittipaldi, Oscar (Oscar)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/219-west-34th-street-in-line?utm_source=yext&utm_medium=link,3.0,10.0,2022.0,2022-10-03,none,False,In-Line,
22nd & 6th In-Line,"New York, NY",New York,US,700 6th Ave,10010,NY,40.7422658,-73.9929393,"Baals, Joshua (Josh)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/22nd-6th-in-line?utm_source=yext&utm_medium=link,8.0,8.0,2019.0,2019-08-08,none,False,In-Line,False
East Fordham Road In-Line,"New York, NY",Bronx,US,203 E Fordham Rd,10458,NY,40.8626726,-73.89653779999999,"Ruiz Gonzalez, Roberto (Roberto)",FUTURE,America/New_York,https://www.chick-fil-a.com/locations/ny/east-fordham-road-in-line?utm_source=yext&utm_medium=link,,,,2024-04-11,none,False,In-Line,
601 West 181st Street In-Line,"New York, NY",New York,US,601 W 181st St,10033,NY,40.8486983,-73.9344383,"Cuevas, Alberonys (Al)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/601-west-181st-street-in-line?utm_source=yext&utm_medium=link,5.0,5.0,2022.0,2022-05-05,none,False,In-Line,False
Flatbush and Atlantic In-Line,"New York, NY",Brooklyn,US,166 Flatbush Ave,11217,NY,40.682755,-73.976882,"Hurst, Brandon (Brandon)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/flatbush-and-atlantic-in-line?utm_source=yext&utm_medium=link,12.0,9.0,2019.0,2019-09-12,none,False,In-Line,False
Fulton Street In-Line,"New York, NY",New York,US,144 Fulton St,10038,NY,40.71049,-74.00848,Luke Cook,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/fulton-street-in-line?utm_source=yext&utm_medium=link,29.0,3.0,2018.0,2018-03-29,none,False,In-Line,False
Marble Hill In-Line,"New York, NY",Bronx,US,76 West 225th Street,10463,NY,,,Senay Mekonen,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/marble-hill-in-line?utm_source=yext&utm_medium=link,9.0,11.0,2023.0,2023-11-09,none,False,In-Line,
Five Towns,"New York, NY",Rosedale,US,24923 Rockaway Blvd,11422,NY,40.638125,-73.7409189,"Thompson, Ralph (Marc)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/five-towns?utm_source=yext&utm_medium=link,8.0,9.0,2022.0,2022-09-08,none,True,Stand Alone,
North Bergen,"New York, NY",North Bergen,US,7416 Tonnelle Ave,07047,NJ,40.803678,-74.0188814,Adam Smith,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/north-bergen?utm_source=yext&utm_medium=link,18.0,11.0,2021.0,2021-11-18,none,True,Stand Alone,False
Newport Centre,"New York, NY",Jersey City,US,30 Mall Dr W,07310,NJ,40.7269008,-74.0384823,Dorian Petersen,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/newport-centre?utm_source=yext&utm_medium=link,11.0,11.0,2015.0,2015-11-11,none,False,Food Court,True
Englewood (NJ) In-Line,"New York, NY",Englewood,US,2 Nathaniel Pl,07631,NJ,40.8950537,-73.976156,Dennis Williams,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/englewood-nj-in-line?utm_source=yext&utm_medium=link,12.0,10.0,2017.0,2017-10-12,none,False,In-Line,False
Roosevelt Field Mall,"New York, NY",Garden City,US,630 Old Country Rd,11530,NY,40.7396574,-73.6125059,Joe Hawkins,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/roosevelt-field-mall?utm_source=yext&utm_medium=link,6.0,12.0,2018.0,2018-12-06,none,False,Food Court,True
Westbury,"New York, NY",Westbury,US,1530 Old Country Rd,11590,NY,40.74669,-73.59132,Scott Buccellato,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/westbury?utm_source=yext&utm_medium=link,17.0,10.0,2019.0,2019-10-17,interior,True,Stand Alone,False
Teterboro Landing,"New York, NY",Teterboro,US,19 Teterboro Landing Dr,07608,NJ,40.85952229999999,-74.0612459,Ken Walsh,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/teterboro-landing?utm_source=yext&utm_medium=link,18.0,5.0,2017.0,2017-05-18,interior,True,Stand Alone,False
Hackensack (NJ),"New York, NY",Hackensack,US,41 Route W # 4,07601,NJ,40.87804,-74.0463517,Dennis Williams,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/hackensack-nj?utm_source=yext&utm_medium=link,1.0,3.0,2022.0,2022-03-01,none,True,Stand Alone,False
Central Park Ave and Roxbury (NY),"New York, NY",Yonkers,US,2205 Central Park Ave,10710,NY,40.9747092,-73.8341073,Israel Allmand,FUTURE,America/New_York,https://www.chick-fil-a.com/locations/ny/central-park-ave-and-roxbury-ny?utm_source=yext&utm_medium=link,,,,2024-04-04,none,False,Stand Alone,
NY State Thruway - Ardsley Travel Plaza,"New York, NY",Hastings-On-Hudson,US,Mile 6,10706,NY,40.988154,-73.85288229999999,"Beattie, Richard (Rich)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/ny-state-thruway-ardsley-travel-plaza?utm_source=yext&utm_medium=link,13.0,6.0,2023.0,2023-06-13,none,False,Stand Alone,
Garden State Plaza,"New York, NY",Paramus,US,1 Garden State Plz,07652,NJ,40.917707,-74.076158,Zach Crane,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/garden-state-plaza?utm_source=yext&utm_medium=link,19.0,11.0,2015.0,2015-11-19,none,False,Food Court,True
Hicksville NY,"New York, NY",Hicksville,US,1401 Broadway Mall,11801,NY,40.7745602,-73.53068280000001,Erin Elko,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/hicksville-ny?utm_source=yext&utm_medium=link,3.0,11.0,2016.0,2016-11-03,interior,True,Stand Alone,False
Paramus Park Mall,"New York, NY",Paramus,US,2065 Paramus Park Mall,07652,NJ,40.9561525,-74.0687436,Aaron Reynolds,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/paramus-park-mall?utm_source=yext&utm_medium=link,14.0,3.0,1974.0,1974-03-14,none,False,Food Court,True
Connie Chung Travel Plaza,"New York, NY",Bloomfield,US,Garden State Parkway,07003,NJ,,,Sophie Stein,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/connie-chung-travel-plaza?utm_source=yext&utm_medium=link,24.0,8.0,2023.0,2023-08-24,none,False,Food Court,True
Levittown,"New York, NY",Levittown,US,3859 Hempstead Tpke,11756,NY,40.726297,-73.493241,Erin Elko,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/levittown?utm_source=yext&utm_medium=link,19.0,9.0,2023.0,2023-09-21,none,True,Stand Alone,
Staten Island Mall,"New York, NY",Staten Island,US,2655 Richmond Ave,10314,NY,40.5824169,-74.1665108,Roosevelt Board,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/staten-island-mall?utm_source=yext&utm_medium=link,27.0,9.0,2018.0,2018-09-27,none,False,Food Court,True
Farmingdale,"New York, NY",Farmingdale,US,1991 Broadhollow Rd,11735,NY,40.7474294,-73.4215397,Nolan Patrick,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/farmingdale?utm_source=yext&utm_medium=link,5.0,12.0,2019.0,2019-12-05,interior,True,Stand Alone,False
Linden,"New York, NY",Linden,US,900 W Edgar Road,07036,NJ,40.619071,-74.2503819,"Terrell, Marlon (Marlon)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/linden?utm_source=yext&utm_medium=link,10.0,3.0,2021.0,2021-03-10,none,True,Stand Alone,False
Wayne Towne Center In-Line,"New York, NY",Wayne,US,88 Willowbrook Blvd,07470,NJ,40.88980117,-74.25091833,Vickie Witt,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/wayne-towne-center-in-line?utm_source=yext&utm_medium=link,5.0,12.0,2019.0,2019-12-05,interior,False,In-Line,False
Union Township,"New York, NY",Union,US,2319 US Highway 22 W,07083,NJ,40.69077,-74.29155,James Hickman,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/union-township?utm_source=yext&utm_medium=link,6.0,6.0,2013.0,2013-06-06,interior,True,Stand Alone,False
Huntington (NY),"New York, NY",Huntington Station,US,200 E Jericho Turnpike,11746,NY,40.8281911,-73.4024531,Noah Levy,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/huntington-ny?utm_source=yext&utm_medium=link,8.0,12.0,2022.0,2022-12-08,none,True,Stand Alone,
Thomas Edison Travel Plaza,"New York, NY",Woodbridge,US,Mile Marker 92.9 South,07095,NJ,,,Ted Reim,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/thomas-edison-travel-plaza?utm_source=yext&utm_medium=link,24.0,6.0,2019.0,2019-06-25,none,False,,False
Ramsey (NJ),"New York, NY",Ramsey,US,726 State Rt 17,07446,NJ,41.06206,-74.12336,Ray Cowan,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/ramsey-nj?utm_source=yext&utm_medium=link,5.0,12.0,2019.0,2019-12-05,interior,True,Stand Alone,False
St. Georges Ave,"New York, NY",Woodbridge,US,1040 US Highway 1 N,07095,NJ,40.5700671,-74.2935205,"Terrell, Marlon (Marlon)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/st-georges-ave?utm_source=yext&utm_medium=link,23.0,9.0,2015.0,2015-09-23,interior,True,Stand Alone,False
Woodbridge Center,"New York, NY",Woodbridge,US,434 Woodbridge Ctr,07095,NJ,40.5560952,-74.2969654,"Tam, Hanbin (Aaron)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/woodbridge-center?utm_source=yext&utm_medium=link,26.0,10.0,1978.0,1978-10-26,none,False,Food Court,True
West Pond,"New York, NY",Woodbridge,US,320 US Highway 9 N,07095,NJ,40.534723,-74.295515,Amanda Halligan,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/west-pond?utm_source=yext&utm_medium=link,7.0,9.0,2023.0,2023-09-07,none,True,Stand Alone,
Hazlet,"New York, NY",Hazlet,US,2819 State Route 35,07730,NJ,40.417126,-74.168919,Brandon Jones,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/hazlet?utm_source=yext&utm_medium=link,1.0,4.0,2021.0,2021-04-01,interior,True,Stand Alone,False
Menlo Park Mall,"New York, NY",Edison,US,55 Parsonage Rd Unit 434,08837,NJ,40.5478884,-74.3348809,Samantha Young,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/menlo-park-mall?utm_source=yext&utm_medium=link,2.0,5.0,2002.0,2002-05-02,none,False,Food Court,True
Commack,"New York, NY",Commack,US,656 Commack Rd,11725,NY,40.8078155,-73.2938039,Bryan Beasley,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ny/commack?utm_source=yext&utm_medium=link,3.0,11.0,2016.0,2016-11-03,none,True,Stand Alone,False
Parsippany,"New York, NY",Parsippany,US,1180 US Highway 46,07054,NJ,40.863656,-74.388552,Charlie Atie,FUTURE,America/New_York,https://www.chick-fil-a.com/locations/nj/parsippany?utm_source=yext&utm_medium=link,,,,2024-04-11,none,False,Stand Alone,
Terrill Road,"New York, NY",Watchung,US,1662 US Highway 22,07069,NJ,40.6446127,-74.4099737,Michael Thornton,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nj/terrill-road?utm_source=yext&utm_medium=link,25.0,6.0,2020.0,2020-06-25,interior,True,Stand Alone,False
Zaragosa Road,"El Paso, TX (Las Cruces, NM)",El Paso,US,1840 N Zaragoza Rd,79936,TX,31.75802,-106.27137,"Hernandez, Rene (Rene)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/zaragosa-road?utm_source=yext&utm_medium=link,22.0,7.0,1999.0,1999-07-22,interior,True,Stand Alone,False
Rojas,"El Paso, TX (Las Cruces, NM)",El Paso,US,1335 N Zaragoza Rd,79936,TX,31.7280641,-106.2997468,"Zayas, Marc (Marc)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/rojas?utm_source=yext&utm_medium=link,19.0,3.0,2020.0,2020-03-19,interior,True,Stand Alone,False
Montana Avenue at Joe Battle Blvd.,"El Paso, TX (Las Cruces, NM)",El Paso,US,12240 Montana Ave,79938,TX,31.806832,-106.261458,"Hernandez, Rene (Rene)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/montana-avenue-at-joe-battle-blvd?utm_source=yext&utm_medium=link,12.0,5.0,2016.0,2016-05-12,interior,True,Stand Alone,False
Eastlake Marketplace,"El Paso, TX (Las Cruces, NM)",El Paso,US,12141 Eastlake Blvd,79928,TX,31.688293,-106.2650922,Marc Zayas,OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/eastlake-marketplace?utm_source=yext&utm_medium=link,5.0,7.0,2023.0,2023-07-05,interior,True,Stand Alone,
Cielo Vista Mall,"El Paso, TX (Las Cruces, NM)",El Paso,US,8401 Gateway Blvd W Ste M05,79925,TX,31.7737223,-106.3810264,"Martinez, Anthony (Anthony)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/cielo-vista-mall?utm_source=yext&utm_medium=link,4.0,11.0,1981.0,1981-11-04,none,False,Food Court,True
Airway & Edgemere,"El Paso, TX (Las Cruces, NM)",El Paso,US,1300 Airway Blvd # A,79925,TX,31.7852513,-106.3948961,"Martinez, Anthony (Anthony)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/airway-edgemere?utm_source=yext&utm_medium=link,26.0,7.0,2018.0,2018-07-26,interior,True,Stand Alone,False
University of Texas - El Paso,"El Paso, TX (Las Cruces, NM)",El Paso,US,2051 Wiggins Way,79902,TX,31.7678273,-106.5057813,"Zayas, Marc (Marc)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/university-of-texas-el-paso?utm_source=yext&utm_medium=link,26.0,3.0,2001.0,,none,False,,False
North Hills Crossing,"El Paso, TX (Las Cruces, NM)",El Paso,US,10721 Gateway South Blvd,79924,TX,,,"Chavez, Sergio (Sergio)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/north-hills-crossing?utm_source=yext&utm_medium=link,4.0,8.0,2016.0,2016-08-04,interior,True,Stand Alone,False
Mesa Street & Remcon Circle,"El Paso, TX (Las Cruces, NM)",El Paso,US,7597 N Mesa St,79912,TX,31.83818,-106.56679,Edgar Ortega,OPEN,America/Denver,https://www.chick-fil-a.com/locations/tx/mesa-street-remcon-circle?utm_source=yext&utm_medium=link,5.0,6.0,2014.0,2014-06-05,interior,True,Stand Alone,False
